DIVIPOLA,DEPARTAMENTO,MUNICIPIO,CÓDIGO VEREDA,NOMBRE VEREDA,UP,UPA,UPNA,VIVIENDAS,HOGARES,PERSONAS,PRODUCTORES RESIDENTES
23466,Cordoba,Montelíbano,23466016,CANDELARIA,24,22,2,14,17,62,7
23466,Cordoba,Montelíbano,23466017,CASCAJAL,1,1,0,0,0,0,0
23466,Cordoba,Montelíbano,23466018,CHARRUA CASA TABLA,1,1,0,0,0,0,0
23466,Cordoba,Montelíbano,23466020,CRUCES NUEVAS,2,2,0,1,1,4,2
23466,Cordoba,Montelíbano,23466023,EL ANCLAR,63,60,3,46,46,119,31
23466,Cordoba,Montelíbano,23466024,EL BONGO,6,5,1,6,6,12,5
23466,Cordoba,Montelíbano,23466026,EL CAÑON,1,1,0,1,1,2,1
23466,Cordoba,Montelíbano,23466028,EL CUCHARO,353,87,266,124,125,403,14
23466,Cordoba,Montelíbano,23466030,EL GONZALO,2,2,0,2,2,7,1
23466,Cordoba,Montelíbano,23466032,EL PALMAR,63,63,0,57,58,266,59
23466,Cordoba,Montelíbano,23466033,EL PARAISO,2,2,0,1,1,8,0
23466,Cordoba,Montelíbano,23466034,EL PINDO,53,38,15,38,39,139,19
23466,Cordoba,Montelíbano,23466035,EL PORVENIR,62,44,18,40,40,151,26
23466,Cordoba,Montelíbano,23466037,EL RAYO,1,1,0,1,1,3,1
23466,Cordoba,Montelíbano,23466038,EL ROSARIO,10,10,0,3,3,7,2
23466,Cordoba,Montelíbano,23466041,LA ILUSION,12,8,4,8,8,27,3
23466,Cordoba,Montelíbano,23466043,FRANCIA ELENA,2,2,0,1,1,4,1
23466,Cordoba,Montelíbano,23466044,JEGUITA ABAJO,13,10,3,4,4,27,4
23466,Cordoba,Montelíbano,23466045,JEGUITA MEDIO,20,15,5,5,5,13,6
23466,Cordoba,Montelíbano,23466047,LA CANDELARIA,3,3,0,3,3,14,4
23466,Cordoba,Montelíbano,23466048,LA INDIA,3,3,0,3,3,11,2
23466,Cordoba,Montelíbano,23466049,LA LUNA,2,2,0,2,2,13,3
23466,Cordoba,Montelíbano,23466051,LA YE,6,6,0,5,5,25,1
23466,Cordoba,Montelíbano,23466056,LOS CARACOLES,146,76,70,110,125,464,36
23466,Cordoba,Montelíbano,23466057,LOS CORDOBAS,23,21,2,3,3,20,2
23466,Cordoba,Montelíbano,23466058,LOS NIETOS,41,31,10,29,29,73,17
23466,Cordoba,Montelíbano,23466059,LOS SANANDRESES,1,1,0,1,1,4,2
23466,Cordoba,Montelíbano,23466060,MATA DE LATA,22,21,1,17,17,72,16
23466,Cordoba,Montelíbano,23466061,NUEVA BETULIA,2,2,0,1,1,5,1
23466,Cordoba,Montelíbano,23466062,NUEVA ESPERANZA,30,26,4,29,29,133,16
23466,Cordoba,Montelíbano,23466063,OSO PELAO,2,2,0,2,2,6,0
23466,Cordoba,Montelíbano,23466064,PATIO BONITO,8,8,0,0,0,0,0
23466,Cordoba,Montelíbano,23466066,PICA PICA NUEVO,46,39,7,28,28,79,10
23466,Cordoba,Montelíbano,23466069,PUENTE URE,7,7,0,8,8,50,8
23466,Cordoba,Montelíbano,23466070,PUERTO ANCHICA,34,11,23,23,23,76,6
23466,Cordoba,Montelíbano,23466071,PUERTO NUEVO,28,22,6,18,18,77,14
23466,Cordoba,Montelíbano,23466077,SAN DIEGO,56,43,13,44,44,162,26
23466,Cordoba,Montelíbano,23466078,SAN FRANCISCO DEL RAYO,26,22,4,24,24,68,7
23466,Cordoba,Montelíbano,23466079,SAN MATEO ABAJO,1,1,0,1,1,2,0
23466,Cordoba,Montelíbano,23466081,SITIO NUEVO,5,3,2,2,2,4,1
23466,Cordoba,Montelíbano,23466082,SOLO DIOS,1,1,0,1,1,4,0
23466,Cordoba,Montelíbano,23466083,TIERRA ADENTRO,158,149,9,101,101,473,78
23466,Cordoba,Montelíbano,23466085,TOLOVA MEDIO,8,8,0,6,6,10,5
23466,Cordoba,Montelíbano,23466086,VALLECITO,10,10,0,8,8,32,7
23466,Cordoba,Montelíbano,23466088,VIDA NUEVA,34,16,18,15,15,54,4
23466,Cordoba,Montelíbano,23466089,VILLA CARMIÑA,70,22,48,65,65,215,15
23466,Cordoba,Montelíbano,23466091,LAS MARGARITAS,54,34,20,16,16,60,14
23466,Cordoba,Montelíbano,23466092,BOCAS DE TOLOBA,35,13,22,0,0,0,0
23466,Cordoba,Montelíbano,23466093,MATOSO,15,5,10,4,4,21,4
23466,Cordoba,Montelíbano,23466094,PUERTO COLOMBIA,1,1,0,1,1,3,1
23466,Cordoba,Montelíbano,23466095,PUEBLO FLECHA,1,1,0,0,0,0,0
23466,Cordoba,Montelíbano,23466999,EXPANSION URBANA,59,2,57,8,8,33,2
23466,Cordoba,Montelíbano,23555039,SIN DEFINIR,2,2,0,2,2,2,1
23466,Cordoba,Montelíbano,23555044,LAS MARGARITAS,13,8,5,3,3,11,2
23466,Cordoba,Montelíbano,23555048,SIN DEFINIR,7,7,0,0,0,0,0
23466,Cordoba,Montelíbano,23580084,TORNO ROJO,4,0,4,1,1,1,0
23466,Cordoba,Montelíbano,23682030,CAMPAMENTO SECTOR MIAMI,5,3,2,5,5,18,3
23466,Cordoba,Montelíbano,23807055,EL PARAISO (PNN),7,7,0,6,6,21,6
23500,Cordoba,Moñitos,23500001,LAS MUJERES,22,22,0,3,3,12,0
23500,Cordoba,Moñitos,23500002,EL CEDRO,72,71,1,35,35,117,32
23500,Cordoba,Moñitos,23500003,SANTANDER DE LA CRUZ,228,201,27,123,126,486,101
23500,Cordoba,Moñitos,23500004,BROQUELES,197,169,28,82,83,326,31
23500,Cordoba,Moñitos,23500005,MURCIELAGAL,22,22,0,8,8,33,4
23500,Cordoba,Moñitos,23500006,TINAS,902,746,156,512,518,1887,154
23500,Cordoba,Moñitos,23500007,VILLA DEL CARMEN,242,234,8,99,106,425,20
23500,Cordoba,Moñitos,23500999,EXPANSION URBANA,17,8,9,7,7,22,2
23555,Cordoba,Planeta Rica,23001007,ARROYON,6,4,2,8,8,26,2
23555,Cordoba,Planeta Rica,23001008,BETULIA,6,6,0,6,6,24,3
23555,Cordoba,Planeta Rica,23001099,MAQUENCAL,5,4,1,3,3,12,2
23555,Cordoba,Planeta Rica,23466020,CRUCES NUEVAS,1,1,0,0,0,0,0
23555,Cordoba,Planeta Rica,23466025,EL BOTE,23,21,2,26,26,121,13
23555,Cordoba,Planeta Rica,23555001,PLANETICA,17,9,8,15,15,71,5
23555,Cordoba,Planeta Rica,23555002,CAMALEONES,54,41,13,52,52,176,22
23555,Cordoba,Planeta Rica,23555003,PAMPLONA,63,33,30,62,64,202,10
23555,Cordoba,Planeta Rica,23555004,PIÑALITO,11,9,2,9,9,21,5
23555,Cordoba,Planeta Rica,23555005,ARENOSO,9,6,3,6,6,22,1
23555,Cordoba,Planeta Rica,23555006,SANTA ROSA,26,23,3,25,29,104,17
23555,Cordoba,Planeta Rica,23555007,SIN DEFINIR,42,31,11,41,44,174,16
23555,Cordoba,Planeta Rica,23555008,CAROLINA,65,57,8,58,61,176,19
23555,Cordoba,Planeta Rica,23555009,LOS CERROS,71,58,13,74,77,246,29
23555,Cordoba,Planeta Rica,23555010,EL 36,102,77,25,104,109,358,47
23555,Cordoba,Planeta Rica,23555011,EL BRAZAL,31,25,6,29,37,70,17
23555,Cordoba,Planeta Rica,23555012,NARANJAL,25,23,2,36,36,117,20
23555,Cordoba,Planeta Rica,23555013,SIN DEFINIR,50,36,14,51,53,120,23
23555,Cordoba,Planeta Rica,23555014,SIN DEFINIR,9,9,0,10,10,36,5
23555,Cordoba,Planeta Rica,23555015,CAFONGOS,45,41,4,45,45,169,17
23555,Cordoba,Planeta Rica,23555016,LOMA DE PIEDRA,92,74,18,92,95,318,23
23555,Cordoba,Planeta Rica,23555017,SIN DEFINIR,32,22,10,27,27,97,14
23555,Cordoba,Planeta Rica,23555018,LOS AZULES,43,27,16,33,33,123,11
23555,Cordoba,Planeta Rica,23555019,MEDIO RANCHO,32,24,8,33,35,105,17
23555,Cordoba,Planeta Rica,23555021,SIN DEFINIR,20,18,2,23,24,90,10
23555,Cordoba,Planeta Rica,23555022,LA ZONA,47,36,11,36,36,115,13
23555,Cordoba,Planeta Rica,23555023,PASTELES,31,25,6,28,29,113,7
23555,Cordoba,Planeta Rica,23555024,LA ARENA,41,38,3,46,50,225,26
23555,Cordoba,Planeta Rica,23555025,EL ALMENDRO,25,21,4,24,24,66,12
23555,Cordoba,Planeta Rica,23555026,MARAÑONAL,30,23,7,32,32,117,5
23555,Cordoba,Planeta Rica,23555027,LAS CHIQUITAS,31,20,11,33,34,101,4
23555,Cordoba,Planeta Rica,23555028,EL GOLERO ABAJO,7,7,0,6,6,25,1
23555,Cordoba,Planeta Rica,23555029,EL GUAYABO,25,20,5,34,36,130,9
23555,Cordoba,Planeta Rica,23555030,SIN DEFINIR,19,17,2,21,22,88,16
23555,Cordoba,Planeta Rica,23555031,SIN DEFINIR,47,21,26,27,27,114,7
23555,Cordoba,Planeta Rica,23555032,SIN DEFINIR,26,24,2,16,16,50,11
23555,Cordoba,Planeta Rica,23555033,SIN DEFINIR,32,29,3,35,37,145,18
23555,Cordoba,Planeta Rica,23555034,NUEVO PARAISO,8,3,5,6,6,30,1
23555,Cordoba,Planeta Rica,23555035,SIN DEFINIR,31,28,3,32,35,143,13
23555,Cordoba,Planeta Rica,23555036,SIN DEFINIR,9,8,1,6,6,23,0
23555,Cordoba,Planeta Rica,23555037,SANTANA,109,74,35,93,111,413,28
23555,Cordoba,Planeta Rica,23555038,CENTRO ALEGRE,26,23,3,14,14,51,6
23555,Cordoba,Planeta Rica,23555039,SIN DEFINIR,20,19,1,17,17,68,15
23555,Cordoba,Planeta Rica,23555040,SIN DEFINIR,43,34,9,37,39,162,20
23555,Cordoba,Planeta Rica,23555042,MARIMBA,34,28,6,30,30,116,31
23555,Cordoba,Planeta Rica,23555043,SIN DEFINIR,28,21,7,16,17,81,8
23555,Cordoba,Planeta Rica,23555044,LAS MARGARITAS,6,4,2,2,2,7,2
23555,Cordoba,Planeta Rica,23555045,SIN DEFINIR,22,15,7,13,13,58,9
23555,Cordoba,Planeta Rica,23555046,CAMPO BELLO,18,16,2,15,15,45,7
23555,Cordoba,Planeta Rica,23555047,CALLE LARGA,21,20,1,13,13,39,9
23555,Cordoba,Planeta Rica,23555048,SIN DEFINIR,9,9,0,5,5,18,3
23555,Cordoba,Planeta Rica,23555049,SIN DEFINIR,33,28,5,22,23,63,7
23555,Cordoba,Planeta Rica,23555050,GOLERO ABAJO,9,4,5,8,8,29,1
23555,Cordoba,Planeta Rica,23555051,SIN DEFINIR,28,26,2,29,39,114,10
23555,Cordoba,Planeta Rica,23555052,EL VIAJANO,45,30,15,37,37,139,16
23555,Cordoba,Planeta Rica,23555053,SIN DEFINIR,10,9,1,10,10,39,4
23555,Cordoba,Planeta Rica,23555999,EXPANSION URBANA,25,5,20,23,23,82,3
23555,Cordoba,Planeta Rica,23570012,LA NEVERA,1,1,0,1,1,3,1
23555,Cordoba,Planeta Rica,23570023,LA BALASTERA,2,0,2,2,2,4,0
23555,Cordoba,Planeta Rica,23570031,LOMA DE PIEDRA,1,1,0,0,0,0,0
23555,Cordoba,Planeta Rica,23570034,EL CORRAL,3,3,0,3,3,7,1
23555,Cordoba,Planeta Rica,23678003,TREMENTINO,1,1,0,1,1,1,0
23555,Cordoba,Planeta Rica,23807045,EL BALSAMO,1,1,0,1,1,3,1
23555,Cordoba,Planeta Rica,23807149,SEVERINERA,5,5,0,6,6,29,2
23570,Cordoba,Pueblo Nuevo,23079001,TEQUENDAMA,3,3,0,1,1,5,0
23570,Cordoba,Pueblo Nuevo,23079006,SANTA FE,1,1,0,2,2,4,1
23570,Cordoba,Pueblo Nuevo,23189001,EL CASCAJAL,25,16,9,33,34,123,5
23570,Cordoba,Pueblo Nuevo,23555012,NARANJAL,1,1,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23555015,CAFONGOS,1,0,1,1,1,3,0
23570,Cordoba,Pueblo Nuevo,23555016,LOMA DE PIEDRA,5,2,3,2,2,5,0
23570,Cordoba,Pueblo Nuevo,23555018,LOS AZULES,2,2,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570001,SIN DEFINIR,8,7,1,3,3,13,0
23570,Cordoba,Pueblo Nuevo,23570002,SIN DEFINIR,7,7,0,1,1,2,1
23570,Cordoba,Pueblo Nuevo,23570003,ESPERANZA,68,42,26,63,64,213,23
23570,Cordoba,Pueblo Nuevo,23570004,PUEBLO REGADO,245,145,100,205,210,769,62
23570,Cordoba,Pueblo Nuevo,23570005,EL CAMPANO,250,152,98,208,211,759,48
23570,Cordoba,Pueblo Nuevo,23570006,TREMENTINO ALTO,205,158,47,187,193,751,60
23570,Cordoba,Pueblo Nuevo,23570007,AREANAS DEL SUR,215,138,77,189,195,609,50
23570,Cordoba,Pueblo Nuevo,23570008,SIN DEFINIR,158,103,55,121,124,453,39
23570,Cordoba,Pueblo Nuevo,23570009,CORCOVADO,81,61,20,49,50,197,20
23570,Cordoba,Pueblo Nuevo,23570010,PRIMAVERA,124,77,47,102,103,404,27
23570,Cordoba,Pueblo Nuevo,23570011,VILLA ESPERANZA,222,143,79,212,218,733,48
23570,Cordoba,Pueblo Nuevo,23570012,LA NEVERA,207,160,47,153,155,544,48
23570,Cordoba,Pueblo Nuevo,23570013,SIN DEFINIR,151,141,10,139,146,513,60
23570,Cordoba,Pueblo Nuevo,23570014,LAS GUAMAS,236,138,98,205,213,725,57
23570,Cordoba,Pueblo Nuevo,23570015,RASQUIÑA,144,121,23,115,119,404,49
23570,Cordoba,Pueblo Nuevo,23570016,CENTRO AMERICA,191,168,23,153,156,579,59
23570,Cordoba,Pueblo Nuevo,23570017,CUARTEL,167,136,31,112,116,400,35
23570,Cordoba,Pueblo Nuevo,23570018,SANTA CLARA,239,145,94,209,216,883,62
23570,Cordoba,Pueblo Nuevo,23570019,SIN DEFINIR,9,7,2,7,7,21,0
23570,Cordoba,Pueblo Nuevo,23570020,SIN DEFINIR,64,57,7,39,39,137,12
23570,Cordoba,Pueblo Nuevo,23570021,VENECIA,125,80,45,110,119,470,30
23570,Cordoba,Pueblo Nuevo,23570022,SIN DEFINIR,72,65,7,69,70,276,46
23570,Cordoba,Pueblo Nuevo,23570023,LA BALASTERA,105,74,31,95,97,402,33
23570,Cordoba,Pueblo Nuevo,23570024,EL MAMON,59,46,13,52,56,205,17
23570,Cordoba,Pueblo Nuevo,23570026,SIN DEFINIR,1,1,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570027,SIN DEFINIR,144,88,56,80,80,263,33
23570,Cordoba,Pueblo Nuevo,23570028,SIN DEFINIR,1,1,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570029,CAFE PISAO,4,4,0,3,3,4,1
23570,Cordoba,Pueblo Nuevo,23570030,SIN DEFINIR,54,41,13,47,49,178,24
23570,Cordoba,Pueblo Nuevo,23570031,LOMA DE PIEDRA,213,106,107,147,149,570,35
23570,Cordoba,Pueblo Nuevo,23570032,SIN DEFINIR,2,1,1,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570033,SIN DEFINIR,86,56,30,64,64,224,24
23570,Cordoba,Pueblo Nuevo,23570034,EL CORRAL,38,35,3,21,22,82,11
23570,Cordoba,Pueblo Nuevo,23570035,SIN DEFINIR,1,1,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570036,SIN DEFINIR,7,7,0,4,4,15,2
23570,Cordoba,Pueblo Nuevo,23570037,SIN DEFINIR,37,31,6,19,19,66,14
23570,Cordoba,Pueblo Nuevo,23570038,CASTILLERA,13,13,0,13,13,32,5
23570,Cordoba,Pueblo Nuevo,23570039,SIN DEFINIR,1,1,0,0,0,0,0
23570,Cordoba,Pueblo Nuevo,23570040,SIN DEFINIR,82,70,12,61,63,239,28
23570,Cordoba,Pueblo Nuevo,23570999,EXPANSION URBANA,61,19,42,44,45,145,8
23570,Cordoba,Pueblo Nuevo,23660023,EL VIAJANO,3,2,1,2,2,8,3
23570,Cordoba,Pueblo Nuevo,23678002,GUACHARACAL,3,1,2,3,3,11,1
23570,Cordoba,Pueblo Nuevo,70708038,SIN DEFINIR,15,14,1,8,8,18,5
23574,Cordoba,Puerto Escondido,23001107,MORINDO CENTRAL,1,1,0,0,0,0,0
23574,Cordoba,Puerto Escondido,23001109,MORINDO SANTO DOMINGO,1,1,0,1,1,8,0
23574,Cordoba,Puerto Escondido,23417009,LAS FLORES,1,1,0,1,1,2,1
23574,Cordoba,Puerto Escondido,23419001,BUENAVISA,4,4,0,3,3,5,0
23574,Cordoba,Puerto Escondido,23574001,ARIZAL,1,1,0,0,0,0,0
23574,Cordoba,Puerto Escondido,23574002,CRISTO REY,446,407,39,347,361,1456,217
23574,Cordoba,Puerto Escondido,23574003,EL CONTENTO ARRIBA,256,228,28,225,243,971,126
23574,Cordoba,Puerto Escondido,23574004,EL PANTANO,138,131,7,112,117,522,46
23574,Cordoba,Puerto Escondido,23574005,EL SILENCIO,341,276,65,313,319,1277,197
23574,Cordoba,Puerto Escondido,23574006,LA CAÑA DE CANALETE,2,2,0,1,1,4,0
23574,Cordoba,Puerto Escondido,23574007,LAS MUJERES,150,143,7,140,141,546,99
23574,Cordoba,Puerto Escondido,23574008,MORINDO MAJAGUAL,5,5,0,4,4,20,0
23574,Cordoba,Puerto Escondido,23574009,SAN JOSE DE CANALETE,45,30,15,41,42,180,24
23574,Cordoba,Puerto Escondido,23574010,SAN LUIS,617,545,72,511,538,2145,260
23574,Cordoba,Puerto Escondido,23574011,SAN MIGUEL,22,13,9,25,25,123,9
23574,Cordoba,Puerto Escondido,23574012,VILLA ESTHER,338,304,34,267,274,1179,186
23574,Cordoba,Puerto Escondido,23574999,EXPANSION URBANA,105,47,58,76,78,274,18
23574,Cordoba,Puerto Escondido,23686003,LA SELVA,1,1,0,1,1,4,1
23580,Cordoba,Puerto Libertador,23466007,BOCAS DE SAN CIPRIAN,1,1,0,1,1,6,2
23580,Cordoba,Puerto Libertador,23466020,CRUCES NUEVAS,1,0,1,0,0,0,0
23580,Cordoba,Puerto Libertador,23466999,EXPANSION URBANA,5,1,4,0,0,0,0
23580,Cordoba,Puerto Libertador,23580001,ALTAMIRA,1,1,0,1,1,1,1
23580,Cordoba,Puerto Libertador,23580002,ALTO BADUMAL,8,7,1,6,6,19,8
23580,Cordoba,Puerto Libertador,23580004,ALTO SARDINAS,10,6,4,10,12,37,2
23580,Cordoba,Puerto Libertador,23580005,BETULIA,7,7,0,7,7,39,16
23580,Cordoba,Puerto Libertador,23580006,BIJAGUALITO,4,4,0,3,3,11,0
23580,Cordoba,Puerto Libertador,23580008,BUENOS AIRES ABAJO,42,35,7,19,19,51,13
23580,Cordoba,Puerto Libertador,23580009,BUENOS AIRES ARRIBA,20,18,2,17,17,55,10
23580,Cordoba,Puerto Libertador,23580010,CABECERA,288,28,260,34,35,96,23
23580,Cordoba,Puerto Libertador,23580012,CARACOLI,50,50,0,44,50,173,39
23580,Cordoba,Puerto Libertador,23580013,CARTAGO,7,7,0,7,7,33,9
23580,Cordoba,Puerto Libertador,23580014,CENTROAMERICA,43,32,11,38,39,107,16
23580,Cordoba,Puerto Libertador,23580015,COROZALITO,16,16,0,17,18,65,13
23580,Cordoba,Puerto Libertador,23580016,EL BAGRE,23,23,0,25,25,105,17
23580,Cordoba,Puerto Libertador,23580017,EL BRILLANTE,22,21,1,21,21,92,21
23580,Cordoba,Puerto Libertador,23580018,EL CARBON,1,1,0,1,1,2,1
23580,Cordoba,Puerto Libertador,23580020,EL GIGAL,5,5,0,5,5,27,6
23580,Cordoba,Puerto Libertador,23580021,EL GUINEO,29,4,25,3,3,10,2
23580,Cordoba,Puerto Libertador,23580022,EL SANTUARIO,13,12,1,13,13,39,8
23580,Cordoba,Puerto Libertador,23580023,EL TAMBO,3,3,0,3,3,7,2
23580,Cordoba,Puerto Libertador,23580024,EL TERMINAL,9,9,0,9,9,25,6
23580,Cordoba,Puerto Libertador,23580025,EL TESORO,13,13,0,13,20,65,11
23580,Cordoba,Puerto Libertador,23580026,GUAIMARAL,38,12,26,33,36,90,1
23580,Cordoba,Puerto Libertador,23580027,JUAN JOSE,1,1,0,1,1,4,1
23580,Cordoba,Puerto Libertador,23580028,LA ANGOSTURA,14,14,0,11,11,47,12
23580,Cordoba,Puerto Libertador,23580029,LA CONCEPCION,1,1,0,2,2,5,1
23580,Cordoba,Puerto Libertador,23580030,LA CRISTALINA,10,10,0,0,0,0,0
23580,Cordoba,Puerto Libertador,23580032,LA GUACAMAYA,9,9,0,6,6,15,3
23580,Cordoba,Puerto Libertador,23580033,LA IRACA,9,9,0,11,11,41,7
23580,Cordoba,Puerto Libertador,23580036,LA LATA,32,32,0,41,41,165,27
23580,Cordoba,Puerto Libertador,23580037,LA LATICA,12,12,0,12,13,43,12
23580,Cordoba,Puerto Libertador,23580038,LA ODISEA,3,3,0,2,3,6,1
23580,Cordoba,Puerto Libertador,23580039,LA PALMA,14,12,2,15,15,54,8
23580,Cordoba,Puerto Libertador,23580040,LAS PIEDRAS,11,8,3,8,8,32,5
23580,Cordoba,Puerto Libertador,23580041,LA PIRAGUA,4,1,3,3,3,10,0
23580,Cordoba,Puerto Libertador,23580042,LA RICA,46,45,1,23,23,92,22
23580,Cordoba,Puerto Libertador,23580043,LA SAMARIA,1,1,0,1,1,8,2
23580,Cordoba,Puerto Libertador,23580045,LAS CLARAS,21,21,0,20,22,69,19
23580,Cordoba,Puerto Libertador,23580046,LAS CLARAS ABAJO,1,1,0,1,1,6,3
23580,Cordoba,Puerto Libertador,23580047,LA PIEDRA,5,5,0,3,3,9,2
23580,Cordoba,Puerto Libertador,23580048,LIBORIA,22,11,11,21,21,98,8
23580,Cordoba,Puerto Libertador,23580049,LOS OLIVOS,10,9,1,9,9,41,5
23580,Cordoba,Puerto Libertador,23580050,LUCAS ARRIBA,19,18,1,20,20,80,16
23580,Cordoba,Puerto Libertador,23580053,MONTEVIDEO,2,2,0,1,1,2,1
23580,Cordoba,Puerto Libertador,23580054,MORALITO,23,22,1,19,21,64,15
23580,Cordoba,Puerto Libertador,23580055,MORROCOY,11,11,0,10,10,35,10
23580,Cordoba,Puerto Libertador,23580056,NUEVA ESPERANZA,63,60,3,72,75,269,75
23580,Cordoba,Puerto Libertador,23580057,NUEVA ORIENTE,9,9,0,9,9,25,10
23580,Cordoba,Puerto Libertador,23580058,PICA PICA VIEJO,73,66,7,54,55,207,54
23580,Cordoba,Puerto Libertador,23580059,PLAYA RICA,3,3,0,3,3,11,3
23580,Cordoba,Puerto Libertador,23580060,PARQUE NACIONAL NATURAL PARAMILLO,1,1,0,0,0,0,0
23580,Cordoba,Puerto Libertador,23580061,PUEBLO SECO,22,22,0,18,18,51,16
23580,Cordoba,Puerto Libertador,23580062,PUELLO,17,17,0,15,15,49,13
23580,Cordoba,Puerto Libertador,23580063,PUERTO BELEN,5,5,0,5,5,17,4
23580,Cordoba,Puerto Libertador,23580064,PUERTO CAREPA,22,22,0,21,21,104,22
23580,Cordoba,Puerto Libertador,23580065,PUERTO LOPEZ,9,9,0,13,15,64,11
23580,Cordoba,Puerto Libertador,23580067,QUEBRADA DEL MEDIO,2,2,0,2,2,6,2
23580,Cordoba,Puerto Libertador,23580068,QUEBRADA NUEVA,6,6,0,7,7,28,3
23580,Cordoba,Puerto Libertador,23580069,QUIZOS,16,16,0,14,14,68,16
23580,Cordoba,Puerto Libertador,23580073,SAN ANTONIO,6,6,0,4,4,8,2
23580,Cordoba,Puerto Libertador,23580074,SAN ANTONIO/ALTO SAN PEDRO,1,1,0,0,0,0,0
23580,Cordoba,Puerto Libertador,23580078,SANTA ISABEL,45,44,1,45,45,186,43
23580,Cordoba,Puerto Libertador,23580080,SANTAFÉ LAS CLARAS,35,34,1,8,8,20,3
23580,Cordoba,Puerto Libertador,23580083,TABACHI,1,1,0,1,1,2,1
23580,Cordoba,Puerto Libertador,23580084,TORNO ROJO,26,5,21,26,26,99,1
23580,Cordoba,Puerto Libertador,23580088,VENDE AGUJA,4,4,0,10,10,37,2
23580,Cordoba,Puerto Libertador,23580089,VILLA NUEVA,25,20,5,22,22,73,8
23580,Cordoba,Puerto Libertador,23580092,LUCAS,31,31,0,26,28,99,26
23580,Cordoba,Puerto Libertador,23580095,SARDI,1,1,0,1,1,4,1
23580,Cordoba,Puerto Libertador,23580999,EXPANSION URBANA,47,2,45,2,2,6,1
23580,Cordoba,Puerto Libertador,23682000,ALTO CRISTAL,9,9,0,0,0,0,0
23580,Cordoba,Puerto Libertador,23682006,LA DANTA,2,2,0,0,0,0,0
23580,Cordoba,Puerto Libertador,23682017,LA CRISTALINA,3,3,0,0,0,0,0
23586,Cordoba,Purísima,23417011,PUEBLO CHIQUITO,1,1,0,1,1,3,0
23586,Cordoba,Purísima,23464004,SIN DEFINIR,18,17,1,9,9,20,1
23586,Cordoba,Purísima,23586001,EL HUESO,213,213,0,163,165,683,136
23586,Cordoba,Purísima,23586002,SIN DEFINIR,509,508,1,311,314,1253,178
23586,Cordoba,Purísima,23586003,SIN DEFINIR,309,309,0,224,230,755,104
23586,Cordoba,Purísima,23586004,LOS CORRALES,367,362,5,117,120,366,48
23586,Cordoba,Purísima,23586005,SIN DEFINIR,231,231,0,146,151,481,62
23586,Cordoba,Purísima,23586999,EXPANSION URBANA,24,24,0,20,21,86,19
23586,Cordoba,Purísima,23672007,SANTA ROSA,147,146,1,107,110,398,89
23586,Cordoba,Purísima,23672008,TIJERETA,7,7,0,1,1,2,2
23586,Cordoba,Purísima,70221002,EL REPARO,5,5,0,3,3,31,3
23586,Cordoba,Purísima,70523009,PALMAR BRILLANTE,32,32,0,18,18,72,13
23660,Cordoba,Sahagún,23182002,AMARRADERO,1,1,0,0,0,0,0
23660,Cordoba,Sahagún,23182010,EL PARAISO,4,4,0,2,2,7,2
23660,Cordoba,Sahagún,23182012,EL QUIERE,9,7,2,11,11,37,12
23660,Cordoba,Sahagún,23182021,LOS GARBADOS,52,42,10,39,39,150,27
23660,Cordoba,Sahagún,23189001,EL CASCAJAL,12,11,1,10,10,70,7
23660,Cordoba,Sahagún,23189003,EL GUAIMARO,1,1,0,0,0,0,0
23660,Cordoba,Sahagún,23189004,EGIPTO,9,9,0,8,8,35,8
23660,Cordoba,Sahagún,23570005,EL CAMPANO,1,1,0,1,1,1,0
23660,Cordoba,Sahagún,23570010,PRIMAVERA,3,2,1,0,0,0,0
23660,Cordoba,Sahagún,23660001,VEREDA AGUA DULCE,52,44,8,53,54,220,31
23660,Cordoba,Sahagún,23660002,VEREDA AGUAS VIVAS,101,93,8,66,70,258,47
23660,Cordoba,Sahagún,23660003,VEREDA ARENAS DEL NORTE,155,153,2,142,142,597,123
23660,Cordoba,Sahagún,23660004,BAJO DEL LIMÓN,138,127,11,122,123,497,88
23660,Cordoba,Sahagún,23660005,BAJO GRANDE,75,70,5,61,62,213,41
23660,Cordoba,Sahagún,23660006,CABECERA,7,5,2,3,3,13,2
23660,Cordoba,Sahagún,23660007,CATALINA,216,200,16,195,201,682,65
23660,Cordoba,Sahagún,23660008,COLOMBOY,76,59,17,58,58,171,24
23660,Cordoba,Sahagún,23660009,EL ALGODÓN,20,18,2,14,14,48,2
23660,Cordoba,Sahagún,23660010,EL AMARILLO,108,99,9,99,102,424,81
23660,Cordoba,Sahagún,23660011,EL ATASCOSO,194,182,12,157,183,600,92
23660,Cordoba,Sahagún,23660013,EL COROZO,3,3,0,2,2,7,1
23660,Cordoba,Sahagún,23660014,EL CRUCERO,231,178,53,136,154,490,81
23660,Cordoba,Sahagún,23660015,EL DIVIDIVI,20,20,0,48,48,173,1
